EngagementID,ContentID,ContentType,Likes,EngagementDate,CampaignID,ProductID,ViewsClicksCombined
3466,33,blog,7,2024-11-14,14,11,855-97
3467,5,newsletter,38,2024-12-01,11,6,1595-256
3468,31,SOCIALMEDIA,509,2023-03-06,20,3,4769-1811
3469,17,video,19,2024-02-25,20,3,491-99
3470,14,Blog,65,2024-04-08,8,18,5099-652
3471,44,newsletter,400,2023-02-18,15,11,7172-1811
3472,37,Socialmedia,136,2024-06-04,13,4,2879-630
3473,41,socialmedia,108,2023-05-21,3,9,4076-822
3474,22,BLOG,3,2023-12-19,5,16,80-13
3475,8,NEWSLETTER,365,2023-04-02,6,18,8918-1148
3476,38,Socialmedia,32,2024-09-10,4,14,3419-311
3477,27,Video,0,2025-10-17,6,3,677-15
3478,19,SOCIALMEDIA,0,2025-09-13,3,18,173-6
3479,30,Video,294,2023-01-31,9,9,4777-2084
3480,18,Newsletter,820,2023-01-13,14,14,8653-3936
3481,13,socialmedia,22,2024-07-20,6,2,1278-189
3482,29,Video,4,2025-05-11,11,17,1804-64
3483,45,socialmedia,80,2023-12-28,4,16,2308-299
3484,39,Newsletter,91,2024-02-13,1,16,1067-322
3485,4,Socialmedia,39,2024-08-05,6,1,3842-190
3486,43,Blog,40,2024-11-01,12,20,3772-442
3487,31,Blog,421,2023-09-18,16,18,5451-2029
3488,43,newsletter,13,2024-09-14,17,10,1431-172
3489,14,Video,24,2025-02-09,2,15,1268-174
3490,48,Blog,46,2023-08-28,14,19,624-206
3491,38,SOCIALMEDIA,1,2025-04-28,10,9,569-38
3492,46,Blog,18,2024-07-15,5,2,2868-286
3493,11,Socialmedia,2,2025-05-20,13,5,1713-51
3494,8,Newsletter,367,2023-07-16,18,15,6674-2141
3495,16,SOCIALMEDIA,0,2025-08-17,12,17,198-9
3496,39,Video,346,2023-12-15,4,14,4572-1088
3497,3,Socialmedia,597,2023-03-17,14,16,7672-3341
3498,6,NEWSLETTER,0,2025-07-03,16,12,332-11
3499,47,Socialmedia,29,2024-04-24,18,19,1644-348
3500,43,newsletter,834,2023-01-03,2,9,7380-2016
3501,31,video,18,2024-07-14,11,14,3001-229
3502,45,NEWSLETTER,345,2023-05-11,13,7,7958-2248
3503,29,newsletter,48,2024-11-24,17,6,2173-382
3504,3,blog,208,2023-04-02,2,13,8110-1902
3505,18,blog,1,2025-08-22,3,14,719-38
3506,3,Blog,90,2023-08-29,14,13,4371-554
3507,6,Video,16,2024-12-29,20,2,2975-413
3508,47,VIDEO,238,2023-02-24,8,19,2020-812
3509,49,NEWSLETTER,3,2025-06-20,13,5,1450-65
3510,20,Newsletter,1,2025-03-20,14,9,482-19
3511,48,BLOG,150,2023-05-06,3,15,4279-397
3512,43,Newsletter,0,2025-12-15,11,16,10-0
3513,25,SOCIALMEDIA,25,2023-05-07,10,20,489-209
3514,7,BLOG,0,2025-08-21,3,13,826-24
3515,14,Blog,98,2024-03-29,6,15,4183-1209
3516,18,socialmedia,82,2024-03-17,3,13,4299-485
3517,24,SOCIALMEDIA,14,2024-11-24,14,11,2303-259
3518,26,socialmedia,0,2025-10-23,3,5,751-9
3519,39,VIDEO,48,2024-11-07,11,5,3059-562
3520,27,newsletter,0,2025-10-10,13,20,102-4
3521,50,Newsletter,0,2025-08-16,3,14,211-11
3522,10,blog,259,2023-06-30,17,1,7023-2063
3523,20,BLOG,111,2024-03-09,16,4,2560-576
3524,45,newsletter,1181,2023-06-25,8,16,7899-2935
3525,36,Newsletter,26,2023-12-25,4,7,1628-382
3526,36,Socialmedia,0,2025-10-30,10,13,486-23
3527,1,newsletter,100,2024-08-23,7,6,3427-483
3528,43,Socialmedia,97,2023-11-07,20,20,4524-877
3529,40,video,439,2023-02-21,10,20,4743-1140
3530,28,Blog,91,2023-12-11,15,14,1721-400
3531,11,socialmedia,0,2025-12-20,18,14,182-7
3532,10,VIDEO,1,2025-08-25,5,9,1007-52
3533,13,Blog,54,2023-01-16,7,4,876-233
3534,21,Video,11,2024-12-11,12,11,2030-157
3535,6,blog,0,2025-08-08,12,5,1139-44
3536,47,Video,2,2025-06-02,7,11,1010-39
3537,41,video,200,2024-01-24,5,2,3595-716
3538,17,Socialmedia,164,2024-04-17,9,14,3361-854
3539,48,blog,493,2023-10-16,2,17,7161-2535
3540,45,Blog,50,2023-09-21,20,4,2787-244
3541,11,Newsletter,13,2025-03-20,10,18,2208-224
3542,34,Socialmedia,2,2025-05-11,16,1,1979-65
3543,4,Socialmedia,87,2023-10-25,8,2,1453-486
3544,33,NEWSLETTER,0,2025-01-17,18,14,108-16
3545,36,Video,123,2024-04-07,12,7,4189-472
3546,29,blog,257,2023-09-25,18,3,4456-1484
3547,19,newsletter,160,2024-03-01,10,15,3426-577
3548,35,Newsletter,12,2024-08-17,14,2,1756-139
3549,11,Blog,97,2024-07-21,7,8,2964-459
3550,46,SOCIALMEDIA,3,2025-04-30,20,20,403-28
3551,29,Blog,32,2024-04-25,8,5,4653-292
3552,3,blog,151,2024-03-23,8,4,4600-515
3553,47,blog,0,2025-10-21,19,14,555-20
3554,28,Newsletter,11,2023-08-17,1,12,112-32
3555,49,blog,144,2023-11-27,13,19,3019-447
3556,13,newsletter,25,2024-12-15,19,4,3343-209
3557,4,blog,23,2025-01-23,15,10,1600-156
3558,26,Newsletter,0,2025-12-21,16,13,600-23
3559,7,BLOG,3,2025-03-15,16,5,872-84
3560,23,Blog,17,2025-03-04,12,15,1390-143
3561,1,Video,78,2023-10-02,7,9,3351-315
3562,28,Socialmedia,76,2024-05-23,1,8,4846-304
3563,3,BLOG,1526,2023-02-20,17,9,8611-3582
3564,18,Newsletter,2,2025-01-02,3,3,578-66
3565,3,video,3,2025-02-07,7,7,452-35
3566,18,video,15,2024-05-30,5,8,907-96
3567,29,video,14,2024-07-09,16,14,848-95
3568,39,socialmedia,44,2023-07-07,14,17,1268-434
3569,17,VIDEO,1493,2023-03-23,3,13,8858-3373
3570,31,Video,272,2023-07-06,13,8,3980-1304
3571,18,socialmedia,0,2025-12-15,15,17,191-7
3572,50,newsletter,3,2025-05-19,19,18,1469-81
3573,42,newsletter,19,2025-01-22,1,1,2142-144
3574,26,BLOG,0,2025-11-08,10,7,85-3
3575,26,Video,34,2024-03-27,14,5,580-123
3576,8,Blog,96,2023-08-02,2,16,3351-321
3577,7,NEWSLETTER,282,2023-11-21,14,3,4803-1133
3578,32,blog,502,2023-01-30,12,19,5403-1419
3579,40,Video,47,2024-04-05,9,13,1703-226
3580,38,Newsletter,209,2023-01-10,10,19,3540-887
3581,27,SOCIALMEDIA,286,2024-01-18,18,2,4434-1319
3582,6,Blog,45,2024-01-30,4,5,3426-405
3583,1,socialmedia,107,2023-10-09,18,13,2848-431
3584,24,blog,4,2024-12-07,6,14,1214-88
3585,41,BLOG,0,2025-08-29,19,12,1091-14
3586,16,video,122,2024-02-20,11,14,4681-455
3587,21,SOCIALMEDIA,7,2023-07-26,6,16,91-32
3588,31,BLOG,0,2025-12-14,17,17,382-15
3589,4,newsletter,1,2025-08-02,13,14,807-45
3590,39,video,16,2024-10-13,12,1,1316-201
3591,43,video,154,2023-10-30,7,3,4139-495
3592,9,NEWSLETTER,395,2024-01-11,11,15,5950-1643
3593,41,video,79,2023-11-26,9,19,1264-305
3594,12,NEWSLETTER,180,2024-02-18,4,5,4175-734
3595,23,video,2,2025-05-18,7,3,1626-88
3596,15,Blog,16,2023-07-16,1,17,721-105
3597,5,blog,28,2024-08-25,17,3,4304-204
3598,39,socialmedia,11,2024-01-12,18,17,376-42
3599,8,Video,2,2025-06-13,15,17,1356-26
3600,40,Video,19,2024-08-16,16,15,459-104
3601,24,socialmedia,2,2025-03-15,9,6,950-31
3602,23,Socialmedia,85,2023-05-11,5,2,4909-525
3603,7,Newsletter,14,2025-01-26,7,14,2216-182
3604,37,Video,127,2024-03-25,6,9,5841-576
3605,5,blog,58,2024-02-13,12,5,2436-522
3606,40,NEWSLETTER,38,2024-10-17,11,7,1674-259
3607,18,newsletter,1,2025-11-03,5,11,735-31
3608,26,VIDEO,116,2023-08-09,9,1,2764-769
3609,37,VIDEO,47,2024-02-28,13,3,2945-195
3610,1,blog,293,2023-03-08,5,15,4316-954
3611,4,Blog,1,2025-10-12,18,6,987-38
3612,41,SOCIALMEDIA,0,2025-11-12,8,3,719-18
3613,4,Blog,84,2024-03-14,17,4,4552-493
3614,45,Video,0,2025-08-31,6,5,259-13
3615,25,blog,135,2023-03-15,13,8,4746-604
3616,47,SOCIALMEDIA,10,2025-04-15,8,19,2128-175
3617,17,Newsletter,293,2023-08-15,4,6,5555-1313
3618,45,Socialmedia,2,2025-03-10,16,4,452-27
3619,41,socialmedia,140,2024-08-24,15,10,3128-702
3620,16,video,4,2024-10-23,12,7,261-48
3621,12,Blog,29,2024-09-15,2,9,2166-439
3622,18,newsletter,1,2025-05-11,6,13,1186-49
3623,40,blog,85,2023-12-01,5,18,5885-1075
3624,32,socialmedia,92,2024-05-25,7,16,3809-690
3625,20,Blog,63,2023-08-01,10,19,2132-430
3626,33,socialmedia,14,2024-11-23,2,13,1394-169
3627,17,Blog,0,2025-06-18,11,7,433-14
3628,33,Newsletter,312,2023-01-23,12,12,5453-1589
3629,37,blog,1,2025-06-01,1,1,802-29
3630,43,Socialmedia,0,2025-12-12,11,1,794-13
3631,24,Blog,25,2024-02-22,17,11,3710-365
3632,45,newsletter,671,2023-11-06,7,19,6537-2252
3633,10,Video,0,2025-10-13,3,15,317-11
3634,33,newsletter,536,2023-06-22,3,4,8392-2465
3635,19,Socialmedia,286,2023-03-05,19,14,2162-925
3636,18,socialmedia,275,2023-05-31,9,1,5058-921
3637,50,socialmedia,59,2024-07-26,10,15,4597-495
3638,7,socialmedia,5,2024-12-25,17,6,595-52
3639,20,Blog,48,2024-05-07,19,10,2322-404
3640,38,video,13,2023-01-31,14,9,372-87
3641,38,Video,404,2023-02-26,10,19,5987-1858
3642,1,newsletter,0,2025-09-23,9,9,243-9
3643,36,Newsletter,1,2025-07-04,5,5,799-16
3644,41,Blog,483,2023-05-29,1,4,3884-1675
3645,45,Socialmedia,14,2024-02-19,18,11,572-99
3646,33,newsletter,75,2024-06-16,5,4,3901-923
3647,23,Blog,38,2024-03-10,3,17,3088-340
3648,19,Blog,1760,2023-01-25,20,13,9478-4247
3649,4,blog,18,2023-12-19,13,16,536-156
3650,37,socialmedia,0,2025-10-13,4,5,127-3
3651,13,Newsletter,165,2024-03-15,8,17,4795-859
3652,37,Newsletter,0,2025-10-08,15,12,405-16
3653,29,newsletter,299,2023-05-25,13,16,2714-967
3654,31,Blog,0,2025-09-16,14,9,795-17
3655,20,Socialmedia,86,2024-03-28,11,18,2217-496
3656,29,BLOG,3,2025-01-27,20,4,1073-52
3657,25,VIDEO,0,2025-10-08,6,20,735-17
3658,15,Video,279,2023-02-15,8,20,3732-1453
3659,17,socialmedia,9,2025-01-10,6,8,2027-191
3660,39,video,135,2024-02-11,6,11,4378-738
3661,39,SOCIALMEDIA,0,2025-06-07,18,4,74-4
3662,13,socialmedia,160,2024-02-23,15,14,4581-748
3663,14,Blog,0,2025-09-07,14,10,652-25
3664,46,socialmedia,280,2024-05-18,15,11,5249-1106
3665,1,video,213,2023-08-17,7,1,1620-599
3666,47,Newsletter,1,2025-04-10,11,19,662-24
3667,17,Newsletter,0,2025-12-14,1,20,366-4
3668,23,BLOG,31,2024-05-03,16,18,1227-157
3669,10,BLOG,30,2024-08-04,7,13,3879-617
3670,32,Video,257,2024-02-09,12,1,4934-852
3671,21,video,16,2023-06-11,15,19,168-49
3672,35,socialmedia,270,2023-07-01,7,4,4511-866
3673,34,Video,54,2023-07-09,15,8,6797-579
3674,4,video,0,2025-09-29,13,15,484-20
3675,22,Newsletter,602,2023-05-16,17,4,7568-1847
3676,25,newsletter,128,2024-01-23,11,1,3700-819
3677,10,Newsletter,188,2024-03-08,5,14,4969-903
3678,4,SOCIALMEDIA,0,2025-12-19,7,19,394-6
3679,44,Video,2,2025-06-16,3,7,1033-71
3680,42,Blog,0,2025-08-27,8,4,807-15
3681,11,SOCIALMEDIA,22,2023-12-23,18,5,1678-193
3682,3,blog,17,2025-02-12,5,17,1964-239
3683,23,BLOG,422,2023-07-14,3,11,8021-1974
3684,33,Blog,10,2025-02-26,12,11,1673-157
3685,3,Video,0,2025-09-09,14,5,359-17
3686,19,video,45,2023-08-14,1,17,958-344
3687,46,Blog,98,2024-04-18,15,20,5490-380
3688,36,Blog,50,2024-02-28,18,4,2655-290
3689,7,Blog,423,2023-02-18,5,17,5867-1654
3690,4,video,231,2023-06-28,19,3,6853-1183
3691,3,Socialmedia,148,2023-11-21,19,13,2291-573
3692,49,blog,0,2025-07-10,16,16,86-4
3693,23,Newsletter,1,2025-07-05,16,17,380-17
3694,47,Newsletter,44,2024-04-14,18,9,934-187
3695,37,Newsletter,4,2025-05-08,3,12,838-41
3696,18,Newsletter,394,2023-09-22,7,8,3436-1056
3697,9,Video,3,2025-03-11,16,20,664-31
3698,17,Video,7,2024-08-25,8,2,419-92
3699,8,video,68,2024-08-23,15,14,4113-415
3700,3,Video,0,2025-12-18,20,4,607-8
3701,47,Video,143,2023-10-03,10,8,1365-446
3702,43,blog,67,2024-05-15,3,2,2638-510
3703,4,Socialmedia,1,2025-06-06,20,6,863-36
3704,11,Newsletter,40,2023-09-04,16,20,4172-363
3705,28,Newsletter,11,2025-03-21,20,10,1206-106
3706,21,Newsletter,0,2025-12-25,4,14,226-10
3707,24,socialmedia,20,2024-11-01,19,15,1848-339
3708,41,newsletter,0,2025-11-19,16,2,409-13
3709,6,video,4,2025-06-04,2,2,1769-91
3710,37,video,60,2024-01-01,14,17,3656-364
3711,3,Video,58,2024-09-26,20,10,2978-497
3712,49,BLOG,108,2024-07-01,5,2,4866-950
3713,41,video,1,2025-03-14,17,13,445-26
3714,20,Newsletter,128,2024-09-05,18,20,3335-607
3715,8,video,2,2025-06-22,5,18,551-35
3716,15,blog,62,2024-05-10,7,12,2843-518
3717,25,blog,197,2024-03-10,1,2,3088-714
3718,30,Newsletter,574,2023-07-15,17,6,7259-2943
3719,39,Video,145,2023-07-29,13,15,3069-809
3720,16,Socialmedia,5,2023-06-20,11,18,222-21
3721,1,SOCIALMEDIA,7,2024-01-28,3,18,269-39
3722,8,Socialmedia,247,2023-02-03,9,18,3770-880
3723,45,socialmedia,105,2023-10-20,19,12,1699-525
3724,23,Video,61,2024-04-08,19,9,1597-322
3725,46,Newsletter,1,2025-05-23,17,18,674-53
3726,35,Blog,18,2024-01-27,19,3,747-142
3727,42,Socialmedia,13,2025-02-09,7,16,2166-167
3728,12,video,134,2023-07-07,4,9,3798-578
3729,17,Newsletter,12,2025-01-09,20,20,2357-270
3730,44,socialmedia,8,2025-06-05,3,5,1840-125
3731,4,Video,1,2025-03-21,7,8,186-9
3732,4,Blog,0,2025-12-02,14,15,644-13
3733,48,SOCIALMEDIA,4,2025-04-15,5,5,1971-155
3734,39,Socialmedia,886,2023-03-19,15,1,7510-3421
3735,39,video,1,2024-10-03,9,19,474-28
3736,23,Video,1530,2023-02-24,20,12,9393-3843
3737,37,Socialmedia,471,2023-06-19,19,2,8272-2750
3738,46,Socialmedia,185,2024-03-23,3,7,5682-997
3739,49,video,35,2023-03-04,17,1,550-183
3740,35,video,482,2023-02-18,17,6,8379-1159
3741,46,Socialmedia,20,2024-05-28,15,18,1956-291
3742,33,socialmedia,5,2025-04-13,3,4,2263-59
3743,23,Blog,223,2023-10-06,7,13,5626-703
3744,31,Newsletter,26,2024-11-09,15,19,1628-178
3745,29,video,21,2024-04-10,18,16,1307-232
3746,35,Socialmedia,16,2025-03-28,12,12,2478-259
3747,6,Newsletter,0,2025-08-17,6,19,481-14
3748,4,BLOG,1221,2023-01-28,5,8,7840-2727
3749,2,Blog,65,2024-01-30,20,15,1974-398
3750,41,Socialmedia,251,2024-02-10,11,10,4298-967
3751,29,Socialmedia,105,2024-03-29,7,15,5045-792
3752,23,video,0,2025-06-22,4,3,47-2
3753,42,Blog,8,2025-02-01,14,16,826-104
3754,50,Socialmedia,112,2023-01-31,13,5,2746-577
3755,17,Socialmedia,8,2024-07-07,7,11,154-36
3756,14,blog,129,2023-05-11,2,18,3900-368
3757,9,Video,20,2025-01-14,7,9,1643-147
3758,12,Blog,5,2025-04-07,17,13,1495-97
3759,19,Video,0,2025-12-08,16,6,984-15
3760,38,video,0,2025-06-30,3,19,79-6
3761,14,video,23,2023-07-02,6,7,1109-99
3762,18,Socialmedia,2,2025-04-14,15,2,1261-74
3763,12,video,323,2023-02-08,13,9,9582-1101
3764,21,SOCIALMEDIA,8,2023-11-18,1,18,277-30
3765,49,BLOG,0,2025-10-30,7,1,402-16
3766,37,Blog,89,2024-06-25,2,17,4639-683
3767,46,BLOG,74,2024-02-16,13,12,2129-239
3768,12,socialmedia,72,2024-11-30,19,14,3149-493
3769,38,blog,0,2025-10-13,3,14,529-22
3770,1,blog,1021,2023-01-05,18,17,7155-2087
3771,31,socialmedia,9,2025-06-01,10,9,1484-102
3772,47,blog,113,2023-06-12,11,16,3424-308
3773,32,Video,1,2025-07-23,12,13,802-19
3774,43,VIDEO,547,2023-09-23,4,18,5606-1491
3775,4,Blog,17,2024-08-13,6,2,3362-338
3776,48,NEWSLETTER,0,2025-09-01,5,6,690-21
3777,50,Socialmedia,292,2023-06-13,19,16,7291-857
3778,14,Video,80,2023-08-22,1,12,1957-241
3779,23,newsletter,75,2023-02-18,17,16,1600-245
3780,46,blog,327,2023-09-06,6,3,5124-1016
3781,20,video,0,2025-12-11,16,17,239-7
3782,8,Video,151,2023-03-20,1,2,5093-938
3783,26,BLOG,66,2024-10-15,19,15,2269-382
3784,26,Newsletter,70,2023-11-01,4,18,1275-360
3785,43,newsletter,3,2025-03-24,17,12,990-97
3786,17,Blog,71,2023-02-17,3,19,1023-218
3787,29,Blog,30,2023-07-21,9,19,302-80
3788,2,newsletter,5,2025-07-06,7,13,1368-87
3789,37,Newsletter,133,2023-09-18,5,13,4066-473
3790,21,newsletter,5,2025-04-12,9,19,1804-105
3791,1,Blog,0,2025-07-08,1,11,462-16
3792,17,Socialmedia,1534,2023-02-25,7,3,7378-3370
3793,49,Blog,0,2025-08-03,15,19,1210-33
3794,30,video,12,2024-09-19,18,14,1906-90
3795,10,Socialmedia,0,2025-10-19,9,12,282-5
3796,13,video,4,2024-03-13,13,20,141-30
3797,18,Socialmedia,59,2023-12-14,16,8,4622-384
3798,2,video,13,2025-01-21,7,7,2892-325
3799,9,video,107,2023-11-14,12,1,2668-722
3800,13,Socialmedia,81,2024-06-15,4,4,1751-399
3801,7,video,2,2025-02-15,2,16,322-16
3802,44,newsletter,30,2024-01-22,17,12,4549-431
3803,3,Video,113,2023-03-29,3,11,1404-330
3804,3,blog,30,2024-08-31,3,12,1787-387
3805,44,blog,0,2025-09-26,14,9,820-23
3806,1,Video,15,2025-01-22,19,8,2940-443
3807,31,Socialmedia,156,2024-08-31,18,16,4402-852
3808,40,Newsletter,1,2025-06-10,6,13,966-57
3809,44,VIDEO,0,2025-09-20,15,1,827-12
3810,11,Socialmedia,30,2024-11-23,1,11,3380-395
3811,50,socialmedia,213,2023-06-06,1,16,3995-1317
3812,18,socialmedia,1,2025-07-03,7,14,925-50
3813,11,Video,0,2025-12-19,15,10,534-15
3814,21,Newsletter,40,2024-04-25,18,3,3874-445
3815,1,Video,50,2024-05-01,12,8,4762-564
3816,5,NEWSLETTER,0,2025-12-05,11,20,358-9
3817,24,newsletter,2,2025-05-23,5,16,628-35
3818,32,video,382,2023-03-03,5,1,2204-834
3819,26,BLOG,59,2024-03-09,19,17,1870-221
3820,31,Newsletter,218,2023-03-21,2,6,4766-569
3821,45,BLOG,11,2025-02-10,7,19,2603-99
3822,31,BLOG,1136,2023-03-11,8,14,8249-3138
3823,10,Blog,4,2025-07-11,2,15,1152-61
3824,46,Video,8,2023-05-01,20,8,99-29
3825,27,Blog,2,2025-05-14,11,7,1509-108
3826,7,Newsletter,16,2024-10-12,12,20,1926-116
3827,46,video,97,2023-11-10,17,20,3662-889
3828,33,VIDEO,188,2023-11-06,13,3,4766-528
3829,15,Socialmedia,19,2023-10-15,5,2,1118-150
3830,42,Blog,231,2023-02-13,7,1,2489-518
3831,43,SOCIALMEDIA,5,2025-05-21,18,10,1618-151
3832,43,Socialmedia,6,2025-03-15,16,12,1053-93
3833,4,socialmedia,3,2025-05-10,5,2,1300-38
3834,25,SOCIALMEDIA,11,2025-01-07,14,11,1335-123
3835,10,blog,0,2025-12-12,20,3,126-5
3836,7,blog,1,2025-06-20,12,17,517-16
3837,14,Newsletter,75,2023-12-14,19,18,5607-388
3838,20,Socialmedia,9,2023-10-12,12,9,567-50
3839,48,Blog,454,2023-07-11,20,8,7522-3061
3840,48,Newsletter,1,2025-07-31,12,18,875-50
3841,8,video,38,2024-03-13,12,4,2442-184
3842,4,SOCIALMEDIA,0,2025-09-18,11,4,120-1
3843,27,Blog,61,2024-04-26,11,3,5442-418
3844,1,Newsletter,125,2024-08-09,7,15,3807-731
3845,4,blog,2,2025-05-19,4,9,395-38
3846,5,blog,17,2024-12-20,6,4,1728-246
3847,17,Newsletter,0,2025-04-15,12,7,296-10
3848,16,BLOG,4,2025-05-01,5,19,1781-51
3849,11,Blog,165,2023-11-16,17,11,3402-910
3850,7,socialmedia,5,2025-06-05,20,15,1577-66
3851,21,VIDEO,69,2023-07-23,14,6,2908-393
3852,31,Blog,21,2024-11-17,16,16,3435-353
3853,37,Video,388,2024-01-28,16,19,5909-1572
3854,1,Blog,62,2024-03-30,11,10,4228-267
3855,10,Blog,169,2023-05-24,17,9,1523-403
3856,15,Blog,252,2023-01-22,19,12,9550-1176
3857,15,Socialmedia,36,2024-02-01,8,16,2314-433
3858,39,video,8,2025-02-21,13,10,1679-162
3859,50,VIDEO,28,2024-05-09,10,20,1230-295
3860,37,blog,17,2024-04-02,10,4,539-68
3861,16,VIDEO,180,2023-07-30,8,8,2063-542
3862,47,Video,2,2025-04-20,7,7,1266-32
3863,8,Newsletter,0,2025-12-12,12,11,296-4
3864,42,Video,17,2023-12-30,17,19,1933-185
3865,18,VIDEO,16,2025-02-01,10,6,2349-345
3866,31,video,8,2024-06-15,7,14,1891-107
3867,38,Newsletter,194,2024-01-02,14,12,4860-1560
3868,30,BLOG,7,2023-03-29,15,8,154-59
3869,10,socialmedia,110,2023-12-01,1,10,4724-578
3870,4,Blog,132,2024-02-21,1,20,4000-1127
3871,11,Video,3,2025-05-10,15,15,1446-50
3872,3,video,1,2025-10-22,3,19,580-22
3873,3,newsletter,75,2024-06-02,10,19,3542-565
3874,43,Video,4,2025-05-06,10,5,776-42
3875,7,BLOG,0,2025-09-12,18,8,54-2
3876,36,video,501,2023-09-22,19,9,5008-1822
3877,13,Newsletter,8,2024-11-11,2,19,2813-167
3878,40,Video,93,2024-09-22,1,15,3520-742
3879,14,VIDEO,0,2025-10-23,14,7,19-0
3880,36,blog,4,2024-11-24,7,8,382-47
3881,4,Socialmedia,27,2023-06-25,11,13,636-239
3882,14,newsletter,73,2024-04-02,2,19,3343-620
3883,38,Socialmedia,0,2025-03-20,1,18,156-7
3884,11,Blog,133,2024-05-01,7,17,3790-535
3885,9,Video,18,2024-12-13,14,17,1289-154
3886,46,video,34,2023-02-02,17,13,187-79
3887,33,Newsletter,203,2024-02-16,3,6,4461-823
3888,47,Video,171,2023-07-07,18,4,7819-857
3889,29,SOCIALMEDIA,11,2025-03-15,15,11,1760-87
3890,4,Newsletter,11,2025-02-22,12,8,1971-88
3891,9,newsletter,6,2024-12-12,6,4,955-69
3892,36,Newsletter,4,2025-05-21,15,1,1415-48
3893,32,VIDEO,1,2025-10-07,10,1,655-31
3894,19,BLOG,40,2023-08-13,11,15,753-197
3895,32,NEWSLETTER,0,2025-12-23,17,7,639-7
3896,7,blog,0,2025-12-08,2,20,932-23
3897,41,blog,103,2024-01-07,1,14,5531-377
3898,46,socialmedia,62,2024-03-18,15,19,5101-1019
3899,13,BLOG,9,2024-07-11,16,1,432-57
3900,44,Socialmedia,55,2024-07-13,14,15,1892-247
3901,26,Blog,2,2025-07-24,14,4,666-42
3902,3,Newsletter,1,2025-12-05,11,9,717-31
3903,43,Newsletter,261,2023-12-26,10,3,4350-983
3904,17,Video,74,2024-01-18,10,5,4571-943
3905,38,NEWSLETTER,36,2024-09-22,9,6,2805-179
3906,26,SOCIALMEDIA,20,2024-11-07,17,14,2059-135
3907,32,VIDEO,25,2024-11-26,10,14,934-153
3908,11,NEWSLETTER,117,2023-09-12,15,10,5012-478
3909,39,SOCIALMEDIA,49,2024-07-09,19,9,2066-263
3910,36,Blog,33,2024-08-23,18,1,2975-514
3911,26,VIDEO,907,2023-03-27,8,5,8912-2066
3912,25,Blog,106,2023-11-27,13,15,2917-519
3913,1,Blog,79,2024-09-05,15,1,3432-365
3914,5,socialmedia,798,2023-06-28,6,7,7091-2316
3915,13,BLOG,406,2023-10-09,20,9,4840-1434
3916,29,SOCIALMEDIA,21,2024-07-27,4,5,3906-252
3917,15,video,60,2024-11-06,14,9,3672-621
3918,49,Blog,60,2024-05-05,12,7,2894-775
3919,36,socialmedia,8,2024-12-14,13,16,926-51
3920,20,blog,8,2025-02-14,12,18,2227-128
3921,35,Video,334,2023-04-15,5,2,6573-1873
3922,10,BLOG,0,2025-03-12,12,13,32-2
3923,2,socialmedia,864,2023-05-25,8,5,7771-3289
3924,23,socialmedia,729,2023-02-27,5,1,6712-1584
3925,15,Newsletter,376,2023-06-18,5,10,5064-1825
3926,48,Blog,57,2024-08-23,13,14,2119-298
3927,48,SOCIALMEDIA,0,2025-06-13,7,5,341-9
3928,25,newsletter,0,2025-09-10,17,20,158-6
3929,24,BLOG,44,2023-11-21,18,7,1544-175
3930,12,SOCIALMEDIA,286,2023-11-28,19,13,5835-1447
3931,4,socialmedia,79,2023-11-25,1,9,5927-1117
3932,3,socialmedia,39,2024-09-02,4,4,1362-247
3933,24,BLOG,22,2024-05-31,4,18,3594-265
3934,13,socialmedia,0,2025-12-13,19,1,112-1
3935,4,Socialmedia,4,2025-02-03,18,12,1346-97
3936,40,Video,72,2024-01-14,20,1,1445-452
3937,42,Blog,734,2023-04-11,10,15,8347-2336
3938,38,Socialmedia,69,2024-03-20,13,3,1510-320
3939,2,blog,428,2023-04-20,8,9,5730-1800
3940,37,Newsletter,96,2023-09-19,12,1,1082-323
3941,22,Socialmedia,152,2023-07-11,3,2,2375-690
3942,2,newsletter,127,2023-06-23,12,3,1043-332
3943,31,socialmedia,24,2024-12-23,3,7,2622-185
3944,40,Newsletter,496,2023-01-12,2,13,3487-1251
3945,38,blog,1,2025-09-03,16,13,664-25
3946,23,newsletter,0,2025-11-01,5,15,462-22
3947,37,Blog,8,2025-03-17,20,15,1259-161
3948,5,Socialmedia,0,2025-07-29,13,7,158-3
3949,28,newsletter,1055,2023-03-22,16,20,6960-2355
3950,37,Socialmedia,2,2025-07-30,8,16,1205-54
3951,35,Blog,287,2023-04-25,13,13,3395-1021
3952,19,VIDEO,217,2023-07-13,13,10,6956-588
3953,48,BLOG,18,2025-04-07,6,17,2384-236
3954,37,Socialmedia,0,2025-07-31,4,10,809-49
3955,41,NEWSLETTER,165,2023-01-09,14,13,7822-947
3956,28,Newsletter,115,2023-04-13,10,2,2183-437
3957,48,Socialmedia,27,2025-01-03,2,2,2555-261
3958,3,socialmedia,23,2024-03-25,18,19,1477-110
3959,1,Socialmedia,19,2024-10-02,19,19,2465-311
3960,20,Blog,83,2023-12-25,20,3,2719-416
3961,19,blog,3,2025-05-30,15,20,1665-57
3962,37,Blog,370,2023-11-02,6,7,6234-1049
3963,45,Newsletter,0,2025-06-17,2,3,317-7
3964,38,BLOG,0,2025-09-30,8,20,960-39
